job_link,job_skills
https://www.linkedin.com/jobs/view/host-hostess-server-assistant-at-out-west-restaurant-group-3774244398,"Host/Server Assistant, Attention to Detail, Health Insurance, Dental Insurance, Vision Insurance, PTO, Life Insurance, Meal Compensation Benefits, Thanksgiving & Christmas Day Off, Creating Memorable First and Last Impressions, Greeting Guests, Seating Guests, Coordinating Wait and Seating, Smiling and Engaging with Guests, Food and Drink Menu Knowledge, Phone Answering and Directing Calls, Teamwork and Assisting Throughout Restaurant, Leading Lobby Experience, Safe Food Handling and Sanitation, Lifting and Moving up to 30 lbs., Working in Hot and Cold Environments, Walking Standing and Bending for Extended Periods, Responsible Beverage Service Certification, Adaptability, Problem Solving, Communication Skills, Interpersonal Skills, Ability to Follow Instructions, Understanding Policies and Procedures"
https://www.linkedin.com/jobs/view/maintenance-technician-salem-va-at-greenbrier-management-3787735014,"Apartment maintenance, Basic electrical repair, Basic plumbing repair, HVAC certification (CFC Universal) preferred, Hand tools, Ladders, Landscaping equipment, Safety equipment, Fair housing, OSHA, Pool and safety standards, Communication skills, Teamwork, Positive attitude, Problemsolving skills, Ability to work independently and as part of a team, Ability to work flexible hours, Valid driver's license, Reliable transportation"
https://www.linkedin.com/jobs/view/traveling-ftth-technician-at-kennard-associates-3787914368,"Fiber Optic Cable Installation, Splicing and Termination, Equipment Installation, Customer Interaction, Quality Assurance, Documentation, Safety and Compliance, Travel, High School Diploma or Equivalent, Technical Training or Certification in Fiber Optics, Previous Experience in Fiber Optic Cable Installation and FTTH Deployment, Knowledge of Splicing and Termination Techniques, Familiarity with FTTH Equipment and Hardware, Strong ProblemSolving Skills and Attention to Detail, Physical Fitness and Ability to Work in Various Environmental Conditions, Flexibility to Travel Extensively and Work on Varied Schedules"
https://www.linkedin.com/jobs/view/travel-allied-health-professional-ct-technologist-at-flexcare-medical-staffing-3791820377,"CT Technologist, Allied Health Professional, Travel Nursing, Medical Staffing, Staffing Services, Healthcare Facilities, Integrity, Transparency, Medical Benefits, Dental Benefits, Vision Benefits"
https://ca.linkedin.com/jobs/view/performance-analyst-material-%E2%80%93-analyste-performance-mat%C3%A9riel-mirabel-qc-at-bell-flight-3802164134,"SAP, DRMIS, Data warehousing, Data analysis, Data mining, Power BI, Excel, PowerPoint, Root cause analysis, Project management, Communication, Teamwork, Problem solving, Analytical skills, Attention to detail, Strong math skills, Bachelor's degree in operation management or industrial engineering, 3+ years of experience in a similar position, NATO Secret security clearance"
https://www.linkedin.com/jobs/view/analyst-capital-markets-at-jll-3802326007,"Debt and equity offering memorandums, Financial modeling, Market research, Property tours, Term sheet negotiation, Closing and client meetings, Due diligence, Databases, Real estate documents, Financing alternatives, Client networking, Deal flow, Deal status, Market conditions, Argus, Outlook, Excel, Word, Intermediate working knowledge of Outlook Excel and Word, Bachelor's Degree in Real Estate Finance Accounting or related discipline, Selfmotivated, Team oriented, Strong time management skills, Excellent organizational interpersonal quantitative writing and communication skills, Strong research analytical and problemsolving skills, Ability to analyze qualitative and quantitative information, Ability to be an independent worker with a team player attitude"
https://ca.linkedin.com/jobs/view/field-service-technician-surgical-workplaces-gta-at-getinge-3771874360,"Biomedical Engineering, Field Service, Troubleshooting, Communication, Time Management, Customer Service, Microsoft Office, Travel, Driving, Teamwork, ProblemSolving, Quota Achievement, Regulatory Compliance, Interpersonal Skills, Documentation, Equipment Maintenance, Inventory Management, Training"
https://www.linkedin.com/jobs/view/laboratory-technician-at-insight-global-3798118976,"Laboratory Technician, Pharmaceutical Testing, Quality and Safety Standards, Sample Preparation, Chemical Analysis, Physical Analysis, Microbiological Analysis, Instrumental Methods, Data Analysis, Error Identification, Corrective Actions, Laboratory Equipment Maintenance, Calibration, Company Policies and Procedures, Regulatory Compliance, Clinical Validation, QC/Technical Validation, Bachelor's Degree in Science, ASCP Certification, Generalist Experience, Med Tech Experience, Med Lab Scientist Experience, Fastpaced Environment, Multitasking, Learning Agility, Communication Skills, Attention to Detail, Accuracy"
https://www.linkedin.com/jobs/view/senior-consultant-learning-talent-development-at-nuvance-health-3778638490,"Program Management, Project Management, Organizational Learning, Development, Employee and Managerial Learning, Organizational Development, Education, Needs Analysis, Learning Management System, Performance Indicators, Metrics, Consulting, Advisory Services, Delivery Services, Regulatory Training, New Hire Orientation, Leadership Products, Collaborating Learning, Coaching, Behavioral Assessments, Finger Dexterity, Physical Effort, Pleasant Working Conditions"
https://www.linkedin.com/jobs/view/assistant-general-manager-at-the-hill-3803906356,"Hiring, Training, Retaining, Developing Team, Financial Analysis, Action Plans, Budget Management, Sales Management, Guest Experience, Communication Skills, Relationship Building, Adaptability, Flexibility, Enthusiasm, SelfMotivation, Teaching Skills, Coaching Skills, Decision Making, Problem Solving, Strategic Thinking, Data Analysis, Inspiration, Teamwork, Leadership, Professionalism, Attendance, Physical Stamina, Multitasking, Customer Service, Time Management, Conflict Resolution, Diversity, Inclusion"
https://www.linkedin.com/jobs/view/construction-supervisor-assistant-in-rochester-ny-usa-at-energy-jobline-3791046095,"Construction, General knowledge of construction industry, Reliable transportation, PM21"
https://www.linkedin.com/jobs/view/internal-auditor-at-university-of-utah-3803767644,"Accounting, Auditing, GAAP, Tax laws, Professional audit standards, Financial operations, Compliance, Risk management, Controls, Written reporting, Data analysis, Communication, Collaboration, Problemsolving, Critical thinking, Attention to detail, Time management, Organizational skills, Bachelor's degree, Master's degree, CPA, CIA, CFE, CISA, CHIAP, Healthcare experience, Higher education experience"
https://www.linkedin.com/jobs/view/insurance-analyst-at-city-of-boise-3789382906,"Excel, Risk Management, Property Management, Insurance Claims, Liability Claims, Workers' Compensation Claims, Property Claims, Data Analysis, Safety, Program Guides, Form Templates, Financial Accounting, Microsoft Access, Microsoft Power Platform, Microsoft Dynamics 365, Database Management Systems, Process Mapping, Criminal Background Check, Reference Checks, Driving Record Check, CJIS Background Check, Sensory Ability, Stairs, Basic Inspection Activities"
https://www.linkedin.com/jobs/view/audit-manager-at-keiter-cpas-3755476892,"Accounting principles, Auditing standards, Financial statements, Internal controls, Time budgets, Audit risks, Budget realization, Virginia Driver's License, CPA license, Staff management, Performance reviews, Public accounting, Management letters, Notes, Schedules"
https://www.linkedin.com/jobs/view/accounting-manager-at-high-country-private-equity-search-3733960939,"Accounting, Financial Reporting, Budgeting, Auditing, Taxation, Cash Management, Treasury Management, Financial Analysis, Investment Accounting, Partnerships, LLCs, LLLPs, Hedge Funds, Private Equity, Real Estate, Brokerage Accounting, Cash Flow Management, Microsoft Office Suite, Accounting Software, Financial Modeling, Budgeting Software, Data Analysis Software, Strong Analytical Skills, Attention to Detail, Written and Verbal Communication Skills, Problem Solving Skills, Ability to Work in a Team Environment, Ability to Work Independently, Ability to Meet Deadlines, Ability to Handle Confidential Information"
https://www.linkedin.com/jobs/view/electronic-technician-at-uec-advanced-electronics-3781185783,"Test and Alignment, Quality Processes, Product Design, Circuit Troubleshooting, Test Specifications, Test Procedures, Assembly Testing, System Testing, Rework, Technical Reports, Test Equipment Setup, Demonstration Assistance, Technical Issue Resolution, Electronics Degree, 4+ Years Experience, Commitment to Excellence, Written and Oral Communication, Training Abilities, Organizational Skills, ProblemSolving, Analytical Skills, Priority Management, Workflow Management, Versatility, Flexibility, RF and Microwave Theory"
https://www.linkedin.com/jobs/view/part-time-sales-associate-calvin-klein-at-calvin-klein-3331580456,"Customer service, Suggestive selling, UPT, Conversion, Brand loyalty, Processing, Replenishment, Cashiering, Promotions, Visual merchandising, Backstock organization, Theft prevention, Communication, Time management, Walking, Standing, Bending, Reaching, Squatting, Lifting"
https://www.linkedin.com/jobs/view/lead-sales-associate-ft-at-dollar-general-3683460063,"Customer service, Operating cash register, Stocking shelves, Cleaning, Knowledge of safety policies, Ability to read planograms, Knowledge of cash handling, High school diploma, Six months of supervisory experience, Ability to drive, Frequent walking and standing, Frequent bending and stooping, Frequent lifting of up to 40 pounds, Occasional climbing using step ladder, Fastpaced environment, Moderate noise level, Occasional exposure to outside weather conditions, Occasional driving"
https://www.linkedin.com/jobs/view/building-automation-technician-at-jll-3781962404,"Building Automation Systems (BAS), Energy Conservation, Troubleshooting, Maintenance, System Optimization, Site Visits, Data Gathering, Control Strategies, Commissioning, ReCommissioning, Energy Efficiency, Energy Savings, Economic Justification, Programming, Installing, Repairing, Automation Systems, Electrical Power Calculations, Variable Speed/Frequency Drives, Energy Conservation Techniques, HVAC/Chiller Plant Energy Consumption, Lifting, Working from Heights, Climbing, Bending, Lifting, Kneeling, Stooping, Adverse Conditions, Driving, Ladder Climbing, Tool Bag Carrying, PPCL Programming, Siemens Experience, Electrical Systems, Refrigeration, HVAC, Plumbing"
https://www.linkedin.com/jobs/view/automotive-technician-at-monro-inc-3684276076,"Automotive repair, Vehicle maintenance, Brakes, Suspension, Tire installation, Scheduled maintenance, Automotive inspections, Test driving, Leadership, High school diploma or GED, 2+ years automotive technician experience, Valid driver's license, Ability to work with hands overhead and lift 50 lbs, Automotive Technician State Inspector's license, ASE automotive certification (A1A8), Automotive technical school certificate/degree, Health insurance, Dental insurance, 401K retirement plan with company match, Paid vacation, Paid holidays, Career development, Employee discounts, Onthejob training, Companysponsored certifications, Course curriculum in Monro University, Equal opportunity employer"
https://www.linkedin.com/jobs/view/optical-sales-associate-part-time-brea-ca-at-us-vision-3766477815,"Sales, Customer service, POS systems, Computer systems, Communication, Problem solving, Flexibility, Multitasking, Physical demands"
https://www.linkedin.com/jobs/view/assistant-controller-at-jobot-3800681955,"Financial Services, BrokerDealer Operations, SEC/FINRA Compliance, Audit, Financial Statements, Financial Analysis, Financial Projections, Accounting Policies, Internal Controls, Financial Reporting, Tax Filings, Business Process Management, Microsoft Office Suite, Accounting Software, CPA, Leadership, Communication, Teamwork, ProblemSolving, DetailOriented"
https://www.linkedin.com/jobs/view/sales-associate-part-time-tommy-hilfiger-at-tommy-hilfiger-2956057013,"Customer Service, Sales, Merchandise Management, Loss Prevention, Communication, Time Management, Attention to Detail, Lifting, Stocking, Merchandising, Visual Presentation, Product Knowledge, Teamwork, Adaptability, Integrity, Professionalism, Flexibility, Lifting, Standing"
https://www.linkedin.com/jobs/view/sales-development-representative-orlando-at-resulticks-3787749872,"Marketing Automation, Sales Automation, CRM, Sales Funnels, Microsoft Excel, Microsoft Power Point, Social Media Management, Digital Marketing, Data Analytics, Cyber Security, Privacy Regulations, Database Architecture, Systems Architecture, Cloud Storage, BANT Criteria, Enterprise Software Sales, Martech, Business Intelligence, Analytics Software, Prospecting, Communication, Presentation, Product Demonstration, Sales Pipeline Management, Pipeline Analysis, Forecasting, Account Management, Consultative Sales, Negotiation, Closing, Business Acumen, Storytelling"
https://www.linkedin.com/jobs/view/assistant-executive-housekeeper-holiday-inn-express-grandville-at-suburban-inns-3787731332,"Customer service, Communication, Training, Supervision, Problemsolving, Inspection, Reporting, Housekeeping standards, Laundry, Lost and found, Computer system, Guest satisfaction, Safety, Maintenance, Room cleaning, Deliveries, Record keeping, Typing, Basic computer knowledge, Word processing, Hazcom Training, Bloodborne Pathogen Training, Flexible schedule, Uniform, Nonslip shoes, Hair grooming, Facial piercings, Tattoos"
https://www.linkedin.com/jobs/view/assistant-head-custodian-at-ysleta-independent-school-district-3801798044,I'm unable to extract the requested data from the provided context because it does not contain any information about technical skills frameworks languages softwares concepts and requirements.
https://www.linkedin.com/jobs/view/head-clerk-at-city-of-worcester-3802162744,"Microsoft Office 365, Basic accounting practices, Verbal and written communication skills, Multitasking in fastpaced environment, Independent and team work, Learning information quickly, Keeping personal records & time sheets, Establishing and maintaining effective working relationships, Clear and concise expression orally and in writing, High School Diploma or GED, Customer Service or Call Center Experience, Computer proficiency with Microsoft Office Suite, Language socioeconomic status race/ethnicity awareness, Accounting Business Communication degree or higher, Municipal accounting experience, Cemetery experience"
https://www.linkedin.com/jobs/view/retail-assistant-manager-sales-at-talbots-3726294251,"Customer Service, Communication, Teamwork, Leadership, Problem Solving, Decision Making, Organization, Adaptability, Flexibility, Time Management, Technical Aptitude, Computer Skills, POS/iPad/Handheld Systems, Physical Strength, Availability, Fashion Trends, Business Knowledge, Competitive Analysis, Sales and Hospitality Metrics, Clientelling, Appointment Setting, Talbots Classic Awards, Coaching and Training, Accountability, Compliance, Positive Work Environment"
https://uk.linkedin.com/jobs/view/cleaning-area-manager-at-zing-environments-ltd-3801450604,"Communication skills, Bilingual, Organizational skills, Time management, Cleaning industry experience, Prioritization, Problemsolving, Team building, Customer focus, IT skills, Clean driving license, Managerial experience, DBS records, Customer complaints handling, Retention targets, GP Margin, Contract changes, Work performance management, Team behavior management, Budget management, Site visit reporting, Staff recruitment, Staff training, Customer relationship management, Stock management, Equipment purchasing, Materials purchasing, Consumables purchasing, Facilities team support, Contract setup, Compliance, Legislation, Health, Safety regulations, Company specifications, Client specifications, Service delivery, Professional image"
https://www.linkedin.com/jobs/view/nurse-practitioner-or-physician-assistant-medical-oncology-hematology-full-time-days-at-northwestern-medicine-3793867922,"Nursing, Physician Assistant, Oncology, Hematology, Advanced Practice Registered Nurse, Advanced Practice Provider, Prescribing, Documentation, Referrals, Consultation, Patient Advocacy, Continuing Education, Research, Quality Improvement, Public Speaking, Teaching, Preceptorship, BLS Certification, CPR Certification, Cardiology, Pulmonary Medicine, Radiation Oncology, Hematology Oncology, Medical Oncology, Patient Care, Physical Examination, Diagnosis, Treatment Planning, Medication Management, Laboratory Testing, Imaging, Patient Education, Communication, Teamwork, Problem Solving, Critical Thinking, Decision Making, Professionalism, Ethics, Cultural Competence"
https://www.linkedin.com/jobs/view/benefits-accounting-analyst-at-arctic-slope-regional-corporation-3790435660,"Employee Benefits, Premium Accounting, Auditing, Life and Disability Insurance, Payroll, Human Resources, Vendor Management, Billing, Funding Requests, Problem Analysis, Resolution, Project Management, Excel, Accounting Systems, Reporting, Intermediate Programming"
https://www.linkedin.com/jobs/view/campus-retail-associate-part-time-west-virginia-univ-evansdale-crossing-at-barnes-noble-college-3753754234,"Customer Service, Sales, Cashier, Stocking, Cleaning, Food Preparation, Sanitation, Math, Keyboarding, Data Entry"
https://www.linkedin.com/jobs/view/teacher-grades-1-2-eoy-at-loudoun-county-public-schools-3679708402,"**Skills:**, Elementary Education, Child Development, Classroom Management, Behavior Management, Collaborative Teaching, Communication, Oral Communication, Written Communication, **Frameworks:**, Virginia Standards of Learning, LCPS curriculum, **Languages:**, English, **Softwares:**, N/A, **Concepts:**, Student Learning, Student Assessment, Educational Goals, Educational Objectives, Educational Outcomes, Curriculum, Competencies, Instructional Strategies, Learning Environment, Professional Development, Professional Learning Community, **Requirements:**, Bachelor's degree, Virginia teaching license, Elementary content knowledge, Curriculum knowledge, Methodology of effective teaching, Ability to apply research and theory to instruction, Ability to establish and maintain collaborative relationships, Excellent communication skills, Human relations skills, Physical requirements (sitting lifting pushing pulling)"
https://www.linkedin.com/jobs/view/lead-night-cleaner-excellent-opportunity-to-leadership-at-environment-control-colorado-springs-3791862350,"Janitorial, Cleaning, Vacuuming, Mopping, Trash removal, Equipment maintenance, Quality control, Training, Driving, Background check, Reliable transportation, Attention to detail, Team orientation, Motivation, Pride in work"
https://www.linkedin.com/jobs/view/assistant-store-manager-1-at-mother-s-market-kitchen-3721020112,"Verbal proficiency, English language, Advanced reading and writing, Computer literacy, Microsoft Word, Microsoft Excel, Microsoft Outlook, Excellent customer service skills, Proficiency in basic math, Leadership abilities, Written communication, Verbal communication, Excellent customer service, Flexibility in work schedule, Strong physical condition, Lift heavy objects, Stand and walk frequently, Bend and twist often"
https://www.linkedin.com/jobs/view/quality-auditor-watch-protect-technician-at-gridhawk-llc-3798880687,"Quality audits, Onsite audits, Inspection, Communication, Excavation, Monitoring, Surveillance, Locating devices, Utility maps, Ticket audits, High school diploma, GED, Driver's license, Reading, Communication, Organization, Safe work practices, Utility infrastructure, Design drawings, Industry standard locating equipment, Basic communication and tech devices, Physical strength, Handeye coordination, Work outside in all weather conditions, Work in excavations areas and roadways, Fulltime, Hourly, Paid holidays, PTO, Health benefits, 401k, 401k matching, Dental insurance, Flexible spending account, Health savings account, Life insurance, Paid time off, Vision insurance, 10 hour shift, 8 hour shift, Weekends as needed, Inperson"
https://www.linkedin.com/jobs/view/automotive-technician-at-drivetime-3804277042,"Automotive technician, Bumpertobumper inspections, Repair, Part replacement, Light to medium mechanical repairs, Inspecting vehicles, Documenting findings, Reconditioning Center Management, Test driving, Cooling, Braking, Charging, Steering/suspension, AC, Electrical system components, Industry experience, Line work, ASE certified, Team environment, Attendance, High School Diploma or GED, Driver's license, 18 years of age, Experience (5 years), Medical insurance, Dental insurance, Vision insurance, 401(K), Life insurance, Disability coverage, Growth opportunities, Tuition reimbursement, Wellness program, Competitive pay, Work/life balance, PTO, Paid holidays, Background check, Drug screening, Professional environment, Fun environment, Highenergy environment"
https://uk.linkedin.com/jobs/view/system-partner-and-manufacturing-procurement-manager-at-rots-informatica-e-comercio-eletr%C3%B4nico-ltda-3803887537,"Procurement, Manufacturing, Supply Chain Management, System Partner Strategy, Engineering, Fusion Technology, System Partners, Business Cases, Source to Contract Lifecycle, Supplier Management, Commercial Strategy, Strategic Decision Making, Public Sector, Matrix and ProjectBased Environment, Multiple Projects, Commercial Strategies, Pricing Models, Legal Frameworks"
https://www.linkedin.com/jobs/view/in-home-sales-service-cable-systems-installer-at-southern-star-inc-3664891977,"Communication, Sales, Strategic thinking, Time management, Upselling, Driver's license, Travel, Ladders, Heights, Attics, Crawlspace, Performance incentives, Hourly pay, Commission"
https://www.linkedin.com/jobs/view/public-defender-assistant-grade-i-at-monroe-county-3685108891,"Legal representation, Family law, Child welfare, Family regulation, Advocacy, Case management, Communication, Racial diversity, Equity, Inclusion, Antiracism, Collaboration, Fluency in Spanish"
https://www.linkedin.com/jobs/view/host-hostess-at-memorial-health-3793272871,"Customer service, Communication, Reading comprehension, Active listening, Problem solving, Accuracy, Speed, Attention to detail, Ability to work in a fastpaced environment, Ability to work shifts, Ability to lift and carry heavy objects, Ability to withstand heat and steam, Ability to use detergents, Ability to work under stress, Ability to adapt to changing conditions, Ability to comprehend and follow written and verbal instructions, Ability to communicate effectively in English, Knowledge of food safety and sanitation practices, Knowledge of hospital policies and procedures, Ability to work well in a team, Ability to maintain composure in difficult situations, Ability to meet deadlines, Ability to work independently, Ability to use a computer"
https://uk.linkedin.com/jobs/view/rehabilitation-assistant-band-3-at-gloucestershire-health-and-care-nhs-foundation-trust-3788985296,"Patient care, Rehabilitation, Occupational therapy, Physical therapy, Communication skills, Teamwork, IT skills, Medical records, Equipment ordering, Administrative duties"
https://www.linkedin.com/jobs/view/part-time-assistant-manager-at-cinemark-3581254763,"Management Foundations, Annual Certifications, MAP Core, Safe Alcohol Service training, Food handling training, Cash handling, Basic math skills, Communication (verbal and written), Leadership, Teamwork, Time management, Organizational skills, Attention to detail, Conflict resolution, Customer service, Cleaning, Safety, Sanitation, Physical fitness, Lifting, Standing, Walking, Reaching, Noise tolerance"
https://www.linkedin.com/jobs/view/lead-sales-associate-pt-at-dollar-general-3580099338,"Cashier, Stocker, Retail Operations, Customer Service, Unloading Trucks, IBM Cash Register, Planogram Implementation, Inventory Management, Retail Security, Cash Handling, Mathematical Calculations, Safety Policies, Communication Skills, High School Diploma, Supervisory Experience"
https://www.linkedin.com/jobs/view/lead-sales-associate-ft-at-dollar-general-3683050225,"Customer service, Cash register operation, Stocking and recovering merchandise, Cleaning, Planogram implementation and maintenance, Safety policies and practices, Planogram and merchandise presentation guides, Mathematical calculations, Cash handling procedures, Cashier accountability, Deposit control, High school diploma, Supervisory experience, Walking, Standing, Bending, Stooping, Kneeling, Lifting, Climbing, Fastpaced environment, Noise level, Weather conditions, Driving, Transportation"
https://www.linkedin.com/jobs/view/gastroenterologist-at-gi-alliance-3804307103,"Gastroenterologist, Endoscopic Ultrasound (EUS), GIEndoscopy, Gastroenterology"
https://www.linkedin.com/jobs/view/anesthesiologist-at-health-ecareers-3800368309,"Anesthesiology, Anesthesia, Perioperative Medicine, Hospital, Medical, Healthcare"
https://www.linkedin.com/jobs/view/sales-associate-westfarms-shopping-mall-at-untuckit-3785577793,"Sales associate experience, Customer service skills, Knowledge of UNTUCKit products, Ability to create a fun and relaxed shopping environment, Ability to maintain a tidy sales floor and stockroom, Ability to juggle multiple customers, Teamwork, Ability to provide customer feedback and observations, Ability to work a flexible schedule, Ability to work alone and open/close the store, Proficiency in Apple technology, Proficiency in Omnichannel POS systems, Strong communication and interpersonal skills, Customer service focus, High school degree, Paid time off, Life insurance, Family leave, Short term & long term disability, Training & development, Wellness resources"
https://www.linkedin.com/jobs/view/sr-pipeline-technician-beaver-ok-at-northern-natural-gas-3742778928,"Programmable Logic Controllers (PLCs), Human Machine Interfaces (HMIs), Motor Control Centers (MCCs), Power Distribution, Pneumatic Control Devices, Gas Measurement Equipment, Gas Meters, Control Valves, Relief Valves, Regulators, Corrosion Protection Equipment, Rotating and Reciprocating Compression Equipment, Liquefied Natural Gas Operations, Underground Storage Operations, Compressor Station Operations, Pigging Operations, Damage Prevention Measures, Pipeline Right of Way Maintenance, Mobile Heavy Equipment Operation, Pipeline Welding, Structural Welding, Environmental Standards, Environmental Activities, Regulatory Compliance, API 1104 Standards, ASME Standards, AWS Standards, Associate of Applied Science Degree, Pipeline Technician Academy, Driver's License, Overtime, Overnight Stays, OnCall Schedules, Rotating Schedules, Emergency Response, Diversity and Inclusion, Equal Opportunity Employer"
https://uk.linkedin.com/jobs/view/occupational-health-nurse-technician-at-occupational-health-staffing-3791063837,"Occupational Health, Audiometry, Spirometry, Vision Screening, Urine Test"
https://uk.linkedin.com/jobs/view/senior-architectural-technician-at-ecocareers-3780868502,"Senior Architectural Technician, Vectorworks, Adobe Suite, UK construction legislation, Building Regulations, Project running, Site experience, Team management, Sustainable design, Energyconscious design, Technical qualification (HNC HND Degree), 5+ years UK experience, Excellent clientfacing skills"
https://www.linkedin.com/jobs/view/senior-executive-assistant-at-mission-driven-healthcare-startup-at-bloom-talent-3802551043,"Microsoft Office Suite, Slack, Google Workspace, Box, Zoom, IT, Calendar Management, Scheduling, Event planning, Board presentation, Document preparation, Stakeholder management, People management, Payroll, Project management, Teambuilding, Travel management, Time management, Vendor management, Problemsolving, Attention to detail, Communication, Teamwork, Adaptability, Troubleshooting"
https://www.linkedin.com/jobs/view/%E2%80%8Bassistant-general-manager-buffalo-wild-wings-beckley-at-grube-inc-3772444810,"Management experience, Teamwork, Communication, Customer service, Problemsolving, Food safety, Restaurant operations, Labor management, Inventory management, Scheduling, Food preparation, Compliance, Sanitation, Hygiene, Training, Coaching, Performance management, Motivation, Incentive programs, Contests, Promotions, Performance management, Product knowledge, Waste management, Quality control, Vendor management"
https://www.linkedin.com/jobs/view/administrative-officer-at-first-division-consulting-inc-3799870567,"Administrative support, Document management, Process improvement, Action tracking, SharePoint, Teams, Morning reports, Calendar management, Communications management, Organizational charts, Personnel management, Travel request management, New employee onboarding, SAAR form processing, Microsoft Office Suite, Databases, Action tracking systems, Multitasking, Prioritization, Security clearance, Medical benefits, Dental benefits, Vision benefits, Life insurance, STD benefits, LTD benefits, Holidays, PTO, 401(k) plan, Equal opportunity employer"
https://www.linkedin.com/jobs/view/housekeeper-part-time-flexible-daytime-hours-at-northbridge-companies-3790232511,"Housecleaning, Cleaning Protocols, Laundry, Linen Care, Trash Removal, Maintenance Reporting, ProblemSolving, DetailOriented, Teamwork, Resident Care"
