job_role,industry,avg_salary_usd,experience_required_years,education_level,task_repetition_level,creativity_requirement,physical_labor_level,analytical_complexity,social_interaction_level,ai_tool_availability,ai_tool_maturity_score,percent_tasks_automatable,job_growth_rate,skill_complexity_score,regulation_strictness_level,ethical_risk_level,communication_requirement,domain_specific_knowledge_level,team_collaboration_level,ai_dependency_current,ai_dependency_future,training_hours_needed,job_demand_index,automation_risk_score
Doctor,Finance,53760,5,PhD,0.5661859843173752,0.13523982798472256,0.23977973884404746,0.8700225271891717,0.7511665107956239,Claude,0.15975063104443465,0.3048578751460773,0.11476850402247421,0.21661558260714076,0.3222144546310911,0.8295508633912837,0.3574070186910694,0.1496566340441109,0.9168317523624687,0.8888620604615741,0.28742448605542903,97,0.7263485415024217,0.9512139588594257
Customer Support,Finance,172432,14,High School,0.6121498216133903,0.5953733665488935,0.37242675117596824,0.46593278330109233,0.3121616939935653,Gemini,0.26145084876734703,0.10317958538238259,-0.06183432639119371,0.905156600616232,0.9322238378405713,0.907919758640269,0.1746478569140376,0.5515278112678703,0.614883404701099,0.8289886505348362,0.6667565015153543,62,0.7653075502427034,0.6488521890409563
Software Engineer,Energy,171385,14,Bachelor,0.5492512713778943,0.3427404135888459,0.11104638729189831,0.6663765241924039,0.7172816172257169,Midjourney,0.5651623338124716,0.1880685136060507,-0.07577659601928358,0.4739207774877654,0.4501012257987539,0.0845472076590994,0.2653550458911762,0.05818614231522545,0.2987932686920448,0.47338997250106996,0.9841408864634386,118,0.31499191693200956,0.8927891034743797
Teacher,Healthcare,160674,8,Bachelor,0.27302879567585936,0.2259783846551835,0.9711055083647545,0.6712280778566702,0.20001058944336336,AutoGPT,0.21714920225873235,0.9181560834231391,-0.046542847242739854,0.2976559528664863,0.26989824917413885,0.9305528441103751,0.5225328539390652,0.45834909789144473,0.6798032113070672,0.49175425502585146,0.0659568409870861,54,0.9941292889648097,0.9397298514768487
Sales Manager,Finance,166873,13,High School,0.24450749734442523,0.6394684394921037,0.5739174439595789,0.19448223073046034,0.4600719941981629,None,0.4228046304904449,0.6295956291008603,-0.09937784019126492,0.6548335881050681,0.4764522018173426,0.6012649096187896,0.25551782948199697,0.39721220633392695,0.4309138934380844,0.8813628787756682,0.6537559876297945,391,0.07295373958314288,0.929342622428758
Software Engineer,Energy,44130,0,Bachelor,0.13705968353658127,0.45700230937694064,0.1278058427952129,0.2000486331536323,0.2652898777489179,Midjourney,0.5726478769916896,0.3143087127630504,-0.08200871254375178,0.21175196098640603,0.2885896107648337,0.02589741540221302,0.7779455373790012,0.16419900302525492,0.9730681012029024,0.05043735182580744,0.28258265358344625,362,0.6476953676353238,0.758477084311003
Data Analyst,Tech,175343,12,Master,0.8490708749034921,0.40014546728455913,0.3528060092659058,0.4695807033518258,0.4515282148790869,Midjourney,0.9736509022809144,0.3669179125004399,0.05879919210852619,0.9075656307381148,0.768260892125404,0.5417946312703841,0.13174102607089022,0.16399554136474315,0.8112896087101339,0.1438809196879426,0.08289335434403922,170,0.9707750973333988,0.5520954863028384
Teacher,Education,177147,3,Bachelor,0.6164793585412445,0.5928520048922216,0.547039143620656,0.911573140137698,0.7690970925853038,None,0.07988665787759319,0.4933831714090251,-0.03911309828552623,0.8543436510669679,0.8506050869143863,0.7967490342833763,0.5164242660977119,0.4500963980090643,0.8149448233229993,0.3080043955867865,0.07897599423823654,294,0.22431046154318968,0.09675283789317168
Teacher,Education,137215,9,Master,0.18651101250405977,0.4912676284900007,0.5328856366408696,0.00999377485857078,0.7620099404776617,Claude,0.46041397857090494,0.6731300335627051,-0.015371976089519762,0.4649113694291568,0.782658247295111,0.5331814471352201,0.49596618130168535,0.12659490554956532,0.588689011557502,0.3643842705856277,0.37166408762529834,431,0.2781249284174404,0.2227061405648999
Consultant,Legal,118095,7,Bachelor,0.17720937982123952,0.3034842085515608,0.035503368718632355,0.7825056359493593,0.5157722876737236,Midjourney,0.39627096074213086,0.58217988984377,0.10882493871242321,0.19065742163264998,0.14904705675597152,0.707246253957861,0.13889226333189075,0.29477837725521716,0.008415543044507201,0.9874467775950517,0.5406112496343235,313,0.575977438319194,0.2557671265011575
Electrician,Retail,90942,9,High School,0.8730356015261367,0.5590612877652517,0.9508410342291114,0.05752678371465414,0.928371843721051,AutoGPT,0.8242412494511779,0.9326981245629414,0.09322489573472031,0.4965041235646611,0.33605716566233645,0.8795827318772462,0.9949875807649443,0.07121835242362962,0.8318207220016514,0.1474618851925733,0.6472940223845342,470,0.781257596892743,0.03325957283696501
Lawyer,Finance,173933,8,Master,0.7427308637633193,0.6694985765506946,0.2753756814749446,0.47822211488311783,0.263784102448274,ChatGPT,0.9002971190284342,0.6257488265723095,0.0230620252593407,0.14913821755747148,0.21397101999311452,0.8697615101553738,0.8231353874646341,0.2972937239652347,0.025371893486299535,0.3031038807001418,0.5675276299989936,91,0.3289469829046314,0.10192337790804695
Product Manager,Tech,128970,14,Bachelor,0.6593990799053714,0.026693158586854282,0.01618466893189119,0.6378728330734764,0.24031135111923307,AutoGPT,0.9070131685313649,0.9107919796049415,0.05324416456510683,0.26984888468837653,0.042799118806584935,0.17886991793553964,0.38653246518142126,0.5336924614639972,0.12235806102632596,0.8279499283573073,0.8979552803418543,324,0.8367751636484455,0.2947566982782953
Product Manager,Construction,112203,12,Bachelor,0.4068641075392998,0.46587172890767536,0.07644400895028247,0.6867592670824648,0.6138064011754337,Copilot,0.37513931304159376,0.005430159164565351,-0.07854718038994468,0.4827323905909102,0.7391754246755987,0.42713002509557996,0.6849065389609004,0.7438710048047095,0.8386691196427565,0.7843546819941081,0.1535340935757662,327,0.24104378634367096,0.09074094225619789
Civil Engineer,Finance,118177,2,Master,0.26197556427851754,0.05768328458354377,0.580194903247977,0.05847926361591138,0.6212970342167891,AutoGPT,0.304655146895482,0.8905594719219464,0.09039867537033947,0.021139741048806004,0.42835958142290353,0.11116506588009811,0.7165811994381937,0.8304068631067697,0.2187949728330313,0.654816710227564,0.8290065659193991,264,0.8743666853418222,0.16953500773364572
Teacher,Healthcare,102902,10,Bachelor,0.9794507631128238,0.18640541406811106,0.13778552067509686,0.41860361738396823,0.04654003956497399,Gemini,0.4491372504550847,0.7214585879660443,0.02904786667381301,0.765722603546868,0.2766230886479808,0.5950978170830447,0.6511485677154403,0.3378424957813838,0.8411261467242237,0.3285517429445257,0.5282272754040656,300,0.2529531241352797,0.05441759737586449
UX Designer,Retail,122172,1,Master,0.7972395750228002,0.5605087340779731,0.04172479285350328,0.5838372605023247,0.6077777123868976,ChatGPT,0.343986305971803,0.17219345411208598,0.04273727548565684,0.19691487718566436,0.3075275081915886,0.9547267511456624,0.432483946172704,0.9387968866664553,0.23635088788385195,0.11777691840641469,0.8605636932698046,440,0.6174351556712817,0.4165326495990893
Customer Support,Finance,176702,3,High School,0.3017792231362765,0.8661889152655807,0.37962646641271136,0.06604553730600693,0.37443615734901436,Claude,0.7188509805681935,0.2630380192450511,0.06638174135908526,0.8666112572855703,0.13501646371076959,0.18184697296979035,0.8851113316263051,0.24062478727045333,0.7707083199332366,0.9835465447972254,0.42666333841981496,324,0.3577912131397799,0.8213272916730687
HR Specialist,Tech,50056,1,Bachelor,0.8475647962784947,0.8828056791884848,0.6227611923401886,0.13509455659530978,0.7474425253205591,Gemini,0.21357104862958254,0.5428099991638815,0.02504382477567843,0.02225982741986099,0.8267606334229101,0.4036303637853673,0.7715513817280731,0.08057636044320793,0.5421764163162145,0.2514264126682104,0.48180019960429465,196,0.32182611235217884,0.8122438442032182
Civil Engineer,Finance,168454,0,High School,0.7589319486146815,0.06994401013863127,0.11183980484161238,0.6636489895040385,0.8081056645452729,None,0.6586840840738812,0.12493815535054287,0.03042315754756436,0.5321316907017808,0.14392448583868933,0.954026799990689,0.5420199542198386,0.9250096657582739,0.6709938636702725,0.8446364871987719,0.42231735780269153,395,0.35399556940698307,0.904890429598096
Graphic Designer,Healthcare,85739,11,Master,0.29708054987799837,0.4191050862867066,0.31332783215131554,0.5216381965906517,0.5521538195470366,AutoGPT,0.9269875331045009,0.7853682691120457,0.024908896705719413,0.7766509549439444,0.3383162873975524,0.7501182264146687,0.002562785503242626,0.5398105629289625,0.8380813513744508,0.8950082178897244,0.09646588006838608,98,0.49920141445615185,0.745599502587048
Nurse,Construction,111685,2,High School,0.4265528542416397,0.5830064830045513,0.4177606716245422,0.16182866126829054,0.0017050315022650864,Gemini,0.2799135696961099,0.7911738662224267,0.024204369535892584,0.23794843331267435,0.007387934337443669,0.07116947907055982,0.22337423832677739,0.3513793028750125,0.9840284146309638,0.44089966544045034,0.1450058801650157,453,0.8450485866137809,0.24444195670896995
Graphic Designer,Manufacturing,78639,6,Master,0.18595344539102665,0.1470699045503434,0.15946009778676717,0.5352393369147335,0.6363658101666421,Midjourney,0.6768906165888243,0.3009489886550817,0.08755132517708075,0.7075530602113299,0.4364115302480649,0.4284155665731425,0.5088257018395211,0.8981108565142617,0.08569181059058006,0.8508306521195939,0.5175296479563761,399,0.7593182360308128,0.7023898964558223
Mechanic,Marketing,30992,12,Master,0.11105244437810935,0.7654322167447717,0.5060738984667101,0.9126923734444158,0.7488812796659343,Gemini,0.14356112155737832,0.06981700497279597,0.006802131795200006,0.7208678246534121,0.3548005697628889,0.9878857215176552,0.8989290568210019,0.7757457648673106,0.6853832893794164,0.2790369899651062,0.5332089681377693,34,0.4493408862609717,0.7538218957135325
Accountant,Construction,102394,12,Bachelor,0.7227620328396968,0.7442352584372388,0.0852140869017709,0.015587584775363927,0.24898326623151423,Gemini,0.12138394209725911,0.9888474592335745,-0.09927667037581572,0.6378436659141459,0.7191020069698538,0.4532425984817723,0.6286209441202532,0.8324437164666858,0.9587254810615213,0.8899111273453864,0.46779816699346255,62,0.2821602893524432,0.5431075414411046
Business Analyst,Energy,97657,0,Bachelor,0.2675118573538666,0.9033410137067946,0.04651849634506866,0.6426337734858546,0.4646460011407888,AutoGPT,0.115644478064866,0.25072887924432485,0.05301579403047052,0.36425273139700454,0.7153136317474958,0.6294014099369555,0.417862297843026,0.292343449345682,0.3737956245271724,0.6359663158817013,0.01284503112000468,477,0.8543009809723642,0.8070105962882533
Mechanic,Finance,57160,1,Bachelor,0.8200593657462536,0.008486012083443017,0.5198353671551348,0.07365043460534193,0.9657266234117883,Copilot,0.13852816984534888,0.06755865131734506,0.13816561873157085,0.7850647981492233,0.03863123194604279,0.7009767010625232,0.04791197455264706,0.8734852293014614,0.33374483458736603,0.19437220133522104,0.5055774054834921,389,0.8701850118635631,0.07126584257665969
Nurse,Education,75156,0,Bachelor,0.9956087115144261,0.21668424398900266,0.24789697275087563,0.006449442964700847,0.29811555339410345,None,0.21616487030944198,0.32996495938355574,-0.035760042302108774,0.6284337176753709,0.11586392148790137,0.6639313898486673,0.5972802272667546,0.6497724831202604,0.6799769889771914,0.7865470670833393,0.13372470832262173,87,0.4536763006276535,0.5947805869052158
Software Engineer,Legal,116442,7,Bachelor,0.07661981392964867,0.8271867142453218,0.09537380789802752,0.1506544886606338,0.22315325104174077,AutoGPT,0.5628304956017943,0.9690032621742931,0.10404833279304163,0.5903882091425424,0.9046260066345375,0.5187184590409119,0.3507521877148745,0.738015856629547,0.4019510566937614,0.9136923314000035,0.566373437385789,123,0.6958458582916154,0.47989338006849
UX Designer,Education,147925,4,Bachelor,0.47303512508370027,0.6705800508269354,0.4239125874876323,0.4229066318539193,0.21085479047801015,Claude,0.7669856486155374,0.792927612751995,0.013872552070770011,0.8191612691668634,0.7917983307836264,0.1327956874909948,0.5373764473487979,0.31242217682420315,0.21446051637989694,0.57042977035577,0.28827345259182857,397,0.36926356390642034,0.805211814999022
Product Manager,Construction,34136,7,PhD,0.8020625593108031,0.8943898536984908,0.9151407395173947,0.802343998981953,0.5588008343539963,None,0.12685702371091578,0.4803330798101434,0.06074551747701501,0.24463804309451032,0.38948489223567484,0.7084148600805138,0.766441698415827,0.24501551541161137,0.16146708580659153,0.760372939677118,0.9914982630172474,465,0.14909768052336902,0.12796059563587048
Graphic Designer,Education,91868,2,Master,0.7889508965412335,0.05717965453026652,0.7241924466541549,0.28178549660455865,0.9497871013080065,ChatGPT,0.8700149405907247,0.30533042172568026,0.12271843278184633,0.23248795355607288,0.16637448374317632,0.9333278727113755,0.8037403550507636,0.40818151774511113,0.19263021364579314,0.7947973918716774,0.35924853018023506,491,0.32148290284674674,0.21262397664149058
Teacher,Tech,112263,12,Master,0.7599971583309685,0.5969639657164428,0.8156159153470276,0.6256732123887586,0.6086901292003547,Midjourney,0.842716284430226,0.4233060985474687,0.09275340319956837,0.3864468871489345,0.2607812868255164,0.9416966472721223,0.8642782394487548,0.575212728211205,0.7043110296597136,0.7874043836148988,0.8208069092488188,357,0.6820843185755495,0.5586919644553898
Doctor,Education,62167,11,Master,0.34899493530191095,0.5690465748936742,0.8719139887586365,0.41115663795530666,0.30332312023765995,Copilot,0.7273880265028915,0.01736560823064215,0.12114334711045202,0.0731330686685473,0.658026683488274,0.5933894061705663,0.6360466262369636,0.6659869119065845,0.918695107093701,0.4544214145105058,0.24559461954449424,321,0.7694096635386289,0.947205321954128
Product Manager,Retail,140957,6,Bachelor,0.4538532556850523,0.03567441636053237,0.9726277413964189,0.23433179196600795,0.6385697780674541,ChatGPT,0.42596579946147306,0.7183704814413359,-0.09762000528095474,0.33739346935186343,0.9454929861714221,0.4921974891444437,0.9056178949314496,0.49796455177978594,0.806013698003735,0.7399426136344027,0.18948485813355498,267,0.8516553930696072,0.08319990215193174
Customer Support,Manufacturing,45479,7,Bachelor,0.5949683573414702,0.5135220769124835,0.763246573514173,0.5142471142828586,0.6248422975977874,ChatGPT,0.0015572348255258328,0.09964427155184319,-0.05317125383916224,0.4062720785338677,0.6157380830413778,0.33396110032503434,0.6906280097828268,0.6988642299590652,0.448201645556206,0.5485305422236784,0.2210878837986755,154,0.01771270007696446,0.7433770240038562
Business Analyst,Finance,149392,14,Master,0.9739405835732572,0.6095203113099242,0.6084079219394797,0.7974644903726232,0.5969251357296542,None,0.7347649413002968,0.5190375768743072,0.005873603141452272,0.4950581828605193,0.026445601848432365,0.10356898869976361,0.7839140930666795,0.7083315731461518,0.5286011513632505,0.4146596866737863,0.33311703530356696,205,0.4864061292244458,0.20539920200999562
Consultant,Education,165895,5,Bachelor,0.3275472709384929,0.19129317420210723,0.3654258803022472,0.8324923700561442,0.159426206888302,Copilot,0.8789861446764394,0.5658450528625697,0.11196044936327579,0.25401346410092207,0.6507181271207004,0.8831178242830915,0.6854822224122972,0.66607451906959,0.6201734352967532,0.16581262151401688,0.8488669391367928,313,0.2739221103188535,0.10544886808488396
Accountant,Healthcare,49585,12,PhD,0.9231438877168577,0.27332958312466293,0.18164323655771608,0.8465195318772367,0.6345667993449942,Midjourney,0.33528637617186197,0.0016897743022938894,0.10959798304338172,0.9068424477048399,0.9447516429014483,0.13705342058341308,0.871863813762966,0.2510884679247154,0.5799466315026838,0.9090381424752086,0.7639601744656632,491,0.6839595139680189,0.3947661138435419
Mechanic,Manufacturing,178344,12,Bachelor,0.2693569181804941,0.640347346297737,0.6866598739832943,0.3385578125549794,0.43016445251449964,Claude,0.7179875612211187,0.9798786259774314,-0.053714917006513124,0.28507836777677165,0.35864101215334554,0.28794572945144103,0.22288988188496128,0.44632848898342037,0.9684727457564553,0.41491134274781627,0.4354278634030213,420,0.24533133544913233,0.5830528328432703
Doctor,Manufacturing,56619,6,Bachelor,0.9890744654737046,0.46830094759995833,0.9949499861219419,0.793456064715753,0.01859205862303337,Copilot,0.0620476143612817,0.3021390376888866,-0.06443939172606966,0.8515507775127957,0.9335556789849163,0.7403984707524746,0.7598870763619892,0.7657482116932599,0.8866930759773732,0.23956550865439186,0.18808921133518808,476,0.5662802066662194,0.8270179411721079
Accountant,Education,105069,13,Master,0.6702636868275917,0.8580136575683268,0.46735868461891905,0.21217845510890787,0.5397644871474951,Copilot,0.7094948714716427,0.07722425099211583,0.10867560879913307,0.4449524362441545,0.6706198252166966,0.704763683662552,0.11715654303944023,0.88696144507564,0.04354018261228576,0.24229575602302722,0.04870704451502361,357,0.7119626524610072,0.6346918507400091
Software Engineer,Manufacturing,69895,11,PhD,0.46351148035855094,0.34238176600918835,0.7236793680928076,0.7384251012428833,0.9892667452184176,Copilot,0.06830852084889305,0.8543885582594902,0.035358573507688645,0.7181566959237304,0.18983548263780414,0.6810127540320267,0.09199402988185412,0.5011711282910299,0.8357658477444365,0.24208826286605956,0.6185417379765827,111,0.7700649196417539,0.4916671429261613
Sales Manager,Legal,33720,1,High School,0.6133904280636049,0.26665965838820116,0.49509244999315616,0.9483844262726167,0.34973959084398354,Midjourney,0.5871863358886821,0.15195260405134525,0.05669243896739398,0.11090238798390051,0.14530558710602415,0.7417069954549105,0.49162265378765035,0.9867907397156462,0.11406096163524515,0.0024735435371380232,0.7067522323082059,299,0.2694682902527913,0.28566736636130396
Electrician,Education,49267,7,Master,0.2725311690402068,0.9848659403448428,0.4319334233634766,0.01374383469095719,0.9655592183186582,Copilot,0.5975532858952937,0.024955136224488528,0.10230151866639497,0.5446372202416094,0.1762995986912994,0.541977413948906,0.3002371558876853,0.17471265542544723,0.6902095371893266,0.4382191494856592,0.6061388022894457,361,0.08783214644534298,0.29255304333160426
Accountant,Tech,176768,4,Bachelor,0.2741738575114666,0.9111357701300834,0.4103056135599151,0.440363931178798,0.09620574166259455,Copilot,0.3021565544238195,0.49469067959289725,-0.047063384103209566,0.960825894942801,0.699224574530841,0.15495097614698583,0.5633582073848317,0.2243791066855192,0.28565001264171974,0.8906875870762316,0.5012542443915159,178,0.2187133674831555,0.7705768312650543
Mechanic,Construction,83364,6,Bachelor,0.11355454384349384,0.028992744998979858,0.5046246829316976,0.6477709884140046,0.7324501158673062,Gemini,0.07912272707673151,0.12991698579757338,-0.06587880002381499,0.6662512093647753,0.5895212862893819,0.9983580130291347,0.6777339177194439,0.46075130670803566,0.7733834025921589,0.02514641837271947,0.9728626460535691,104,0.5991314137379927,0.11405967503153391
Teacher,Retail,81567,0,Master,0.11405029770539876,0.7707286153065659,0.36689566186537503,0.701775770487553,0.11432999466283533,Gemini,0.9493347747124372,0.9824230663538808,0.11476106569603897,0.8202892604369774,0.45554357099651266,0.8921395871620079,0.2265629006162707,0.508740578558165,0.008606239776282387,0.9565974769307494,0.024663577310248153,271,0.04044918563019828,0.14647376737164708
Software Engineer,Marketing,121229,4,Bachelor,0.34767174146891133,0.11033477382520296,0.7487733218218078,0.1760877582692022,0.2735715735552742,Gemini,0.5355774040166131,0.010410986612515827,-0.07205647352094918,0.26107046217752283,0.2633547283820791,0.43115224706169675,0.6999260579631175,0.424477111834919,0.38227180552476725,0.1791230258581149,0.9884082481527103,271,0.15886193477135602,0.719736378996031
Electrician,Energy,108518,0,Bachelor,0.7628554778963716,0.02748519482937095,0.8742720265915166,0.9721832752385928,0.5708408353221244,Gemini,0.5797581251238626,0.05119734418863198,-0.0779547873259809,0.8001689208884799,0.9072312079911318,0.5303261097546362,0.9954590916315634,0.43039698930642145,0.021522315111855095,0.7188743204424389,0.27631456164952584,37,0.9954747276474916,0.9610420292826047
Accountant,Manufacturing,112844,11,Bachelor,0.6079711675981625,0.2736955159663489,0.8828853066451842,0.615265367970973,0.5927796939767489,Copilot,0.6150208890304737,0.833283966398969,-0.030731206095822444,0.35125338120284166,0.21374349523294733,0.39355095015367003,0.7599546202974103,0.48725062371277483,0.953530022004771,0.7853283905261322,0.3831447758291734,145,0.3823314366156124,0.12023420333306722
Business Analyst,Tech,120697,12,Bachelor,0.10258456033102081,0.2693458790611043,0.22769871342582593,0.16434060122826777,0.7752113172341712,None,0.8910479269261551,0.23975169603802593,-0.02078778494981412,0.48507810004631413,0.28360621785598916,0.6379781756531884,0.17378650187307965,0.32016638188212454,0.015364920555451023,0.735115492042411,0.7525339448717097,138,0.49652627436073504,0.6094260828611032
Lawyer,Finance,87196,7,Bachelor,0.852236524975911,0.8193187623469647,0.8959091387314908,0.02052251171251529,0.6153114072274393,Gemini,0.06025564454675758,0.9115967533839442,-0.039716161487199614,0.1879577177065883,0.05491814665356254,0.7311400397533495,0.6336954241952834,0.1309431115960612,0.15528993733879493,0.33917560620742515,0.2271148964777815,345,0.011007162594903641,0.23918838726807046
Product Manager,Finance,145600,14,Bachelor,0.6013676269900664,0.7106672459428351,0.34155123185510505,0.7832641987897759,0.5936147043805607,ChatGPT,0.8932877678525328,0.3111370534749598,0.0854058181250539,0.48569838800487064,0.2753253038807486,0.23156319877610454,0.009484770094073225,0.9561086683481189,0.5392727856207723,0.7038123164751792,0.7098496180425107,499,0.5919077916956308,0.02575781487251705
Doctor,Energy,130625,3,High School,0.9608555767847797,0.9816094273320143,0.30930766548529764,0.07970473944545908,0.9123530869891383,None,0.2396765086112741,0.06978265136040573,0.14333852819824738,0.5157018433056605,0.9228976767154042,0.43279653351229697,0.4697181603311129,0.7949869282701296,0.6461511032678182,0.47297422025416513,0.33255093125371515,476,0.3252986844322048,0.8322676560647224
Business Analyst,Retail,161567,3,PhD,0.6701854674112075,0.7115129003118185,0.7267560573982359,0.14105092107023653,0.4521607522091572,Claude,0.07795024959634744,0.010591799041535621,-0.05010216431884143,0.6223271782918429,0.18760402325549985,0.6402347867422048,0.533306365640841,0.8149031289283539,0.7289912591327689,0.15219714256388017,0.9405581663599031,283,0.5301932294743487,0.5086046039868029
Doctor,Manufacturing,74755,1,Bachelor,0.175174863704181,0.4182555532560479,0.30469634008628943,0.5748300268556906,0.22526577869505504,Gemini,0.6572658521313314,0.2825672770571759,0.09546304738303665,0.868633794277037,0.20396287461771523,0.9880197205852999,0.9723775529910336,0.3649589007895815,0.2469023514653086,0.20092977449752047,0.17170730237927878,231,0.5261183434188222,0.02388995169441821
Lawyer,Legal,63324,4,Master,0.47378336230782225,0.6989276609452169,0.05296640560971011,0.6035055034496197,0.16178858502363025,Midjourney,0.9769756442566836,0.47373057549589925,-0.0889394474329708,0.30485115473223057,0.5999773964567909,0.324874135800422,0.7372053804307224,0.40388430953252863,0.3009950058376313,0.026029522325038967,0.9317839386806834,345,0.967457449235239,0.8954533020999587
Marketing Specialist,Energy,108929,0,Bachelor,0.6484975975472042,0.9994590671864021,0.373617772310308,0.6868871185923985,0.3999945968094998,Claude,0.057242066306595896,0.001016110926069902,-0.07027433489529475,0.9841367757584875,0.5669534905274363,0.7450004468590338,0.7059602519469256,0.93584326143863,0.23990290223265376,0.331970367748035,0.7910733814448929,490,0.2682569985241243,0.5356852406273721
Mechanic,Retail,162624,8,Bachelor,0.028264701049977692,0.7101418825625281,0.721465600358349,0.39351401266362074,0.7127527551936957,AutoGPT,0.42612181803736593,0.5811072025438943,0.028779354244740596,0.8476899537555335,0.1759585536307655,0.34667176354769214,0.532404609024204,0.9729134004353339,0.24407282230653216,0.7279894951119318,0.170236333869342,132,0.5704329205020269,0.7370673884060989
Product Manager,Manufacturing,81272,4,Bachelor,0.014910264154807895,0.7616813559803183,0.3269584202701765,0.7738986689668229,0.0425434849299009,AutoGPT,0.5297845253437857,0.3336615586747318,0.14990221737305634,0.402922619524976,0.15426486892930136,0.09233975303635866,0.5131760142088333,0.9426208646664163,0.7817929143730972,0.9690482846707165,0.3876300568059188,101,0.3815525964230063,0.4235048110968108
Marketing Specialist,Tech,104462,5,Bachelor,0.1294030005985679,0.9383650151902594,0.6295590559951465,0.9743585996158887,0.12905338650940612,ChatGPT,0.2521189641034901,0.39015352936241143,0.13734141244534115,0.22666364193220256,0.11697696336797914,0.7701458200274809,0.9920827812438521,0.6426001820621623,0.9479987965006581,0.1335581954711984,0.10429636125537256,440,0.42199980997396525,0.18488327270462102
